Host Id,Host Since,Namefixed ,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
27848,27/7/2009,Excellent/Pvt Rm,Excellent/Pvt Rm,Queens,House,85,Private room,11434,2,1,47,55,88
27848,27/7/2009,Great Deal/Pvt Rm,Great Deal/Pvt Rm,Queens,House,85,Private room,11434,2,1,58,55,88
27848,27/7/2009,Private Rm2/Shared Bath,Private Rm2/Shared Bath,Queens,House,90,Private room,11434,2,1,53,55,93
27848,27/7/2009,Right On Budget,Right on Budget,Queens,House,85,Private room,11434,2,1,57,68,86
28217,28/7/2009,Large Sunny Bedroom In Greenpoint,Large sunny bedroom in Greenpoint,Brooklyn,Apartment,100,Private room,11222,1,1,2,55,100
28267,28/7/2009,Cozy Bk Home With Huge Private Yard,Cozy BK home with HUGE private yard,Brooklyn,Apartment,95,Entire home/apt,11249,3,1,23,195,95
28702,30/7/2009,Share Loft  In The Heart Of Nyc,Share Loft  in the heart of nyc,Manhattan,Loft,90,Private room,10018,1,1,2,120,90
29096,1/8/2009,Clean East Village Studio,Clean East Village Studio,Manhattan,Apartment,95,Entire home/apt,10009,1,1,165,135,95
29642,4/8/2009,Cute Apartment Les/Nolita/Chinatown,Cute apartment LES/Nolita/Chinatown,Manhattan,Apartment,90,Entire home/apt,10002,2,1,4,190,90
29642,4/8/2009,Private Room In Cute Central Apt,Private room in cute central apt,Manhattan,Apartment,95,Private room,10002,1,1,9,95,96
29762,5/8/2009,Nyc Special Occasions Room 1,NYC Special Occasions Room 1,Brooklyn,Apartment,80,Private room,11233,2,1,92,29,83
29762,5/8/2009,Nyc Special Occasions Room 2,NYC Special Occasions Room 2,Brooklyn,Apartment,85,Private room,11233,1,1,79,27,89
29762,5/8/2009,NycBrooklyn 1 18 Min To Manhattan,NYC-Brooklyn 1 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,87,39,87
29762,5/8/2009,NycBrooklyn 2 18 Min To Manhattan,NYC-Brooklyn 2 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,92,39,88
29762,5/8/2009,NycBrooklyn 3 18 Min To Manhattan,NYC-Brooklyn 3 18 min to Manhattan,Brooklyn,Apartment,90,Private room,11233,1,1,98,39,90
29762,5/8/2009,NycBrooklyn 4 18 Min To Manhattan,NYC-Brooklyn 4 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,81,39,89
29762,5/8/2009,NycBrooklyn 5 18 Min To Manhattan,NYC-Brooklyn 5 18 min to Manhattan,Brooklyn,Apartment,85,Private room,11233,1,1,108,35,85
29805,5/8/2009,"Cool, Quiet Park Slope Apartment","Cool, quiet Park Slope apartment",Brooklyn,Apartment,100,Entire home/apt,11215,2,1,3,125,100
30193,6/8/2009,Midtown PiedATerre,Midtown Pied-a-terre,Manhattan,Apartment,90,Entire home/apt,10019,1,1,40,150,93
30529,8/8/2009,Private Room W/ Separate Entrance,Private room w/ separate entrance,Brooklyn,Apartment,100,Private room,11238,1,1,2,84,100
30811,10/8/2009,European Style Apartment In Nyc,European Style apartment in NYC,Manhattan,Apartment,80,Entire home/apt,10025,1,1,1,115,80
32045,16/8/2009,Spacious 1 Bedroom In Luxe Building,Spacious 1 bedroom in luxe building,Manhattan,Apartment,95,Private room,10027,1,1,12,60,98
32105,17/8/2009,East Village 1 Bedroom Apartment,East Village 1 Bedroom apartment,Manhattan,Apartment,95,Entire home/apt,10003,1,1,7,140,95
32169,17/8/2009,Greenpoint Loft / Le Chez Andrea,Greenpoint Loft / Le Chez Andrea,Brooklyn,Apartment,85,Private room,11222,1,1,50,70,85
32169,17/8/2009,Loft In Williamsburg Area W/ Roof,Loft in Williamsburg Area w/ Roof,Brooklyn,Apartment,80,Private room,11222,1,1,127,70,81
32169,17/8/2009,Room In Greenpoint Loft W/ Roof,Room in Greenpoint Loft w/ Roof,Brooklyn,Apartment,80,Private room,11222,1,1,88,70,83
32294,18/8/2009,Back Room/Bunk Beds,back room/bunk beds,Manhattan,Apartment,90,Private room,10031,2,1,184,50,90
32294,18/8/2009,Front Room/Double Bed,front room/double bed,Manhattan,Apartment,85,Private room,10031,1,1,179,50,88
32330,18/8/2009,E VillGreat Studio Sleeps 2,E Vill-great studio sleeps 2,Manhattan,Apartment,85,Entire home/apt,10009,1,1,83,130,85
32330,18/8/2009,East Vill Garden Duplex AptSlps 7,East Vill Garden duplex apt-slps 7,Manhattan,Apartment,90,Entire home/apt,10009,4,1,29,375,94
32330,18/8/2009,Huge3 BedroomEntire Flr Slps 62,HUGE-3 bedroom-ENTIRE FLR -slps 62,Manhattan,Apartment,80,Entire home/apt,10009,4,1,83,375,84
32330,18/8/2009,Large3 Bedroom East VillSlps 63,LARGE-3 bedroom -EAST VILL-slps 63,Manhattan,Apartment,75,Entire home/apt,10009,4,1,63,375,79
32330,18/8/2009,ManhattanEvillSunny Studio Slps 4,Manhattan-EVill-sunny studio slps 4,Manhattan,Apartment,80,Entire home/apt,10009,2,1,73,130,84
32704,19/8/2009,LoftCentralprk/Timesq/Theaterdist1,LOFT-CentralPrk/TimeSq/TheaterDist1,Manhattan,Loft,85,Private room,10019,1,1,17,192,88
32704,19/8/2009,LoftCentralprk/Timesq/Theaterdist2,LOFT-CentralPrk/TimeSq/TheaterDist2,Manhattan,Loft,90,Private room,10019,1,1,79,199,92
32774,20/8/2009,Consummate 1Bdrm In Cultural Bklyn,Consummate 1Bdrm in Cultural Bklyn,Brooklyn,Apartment,85,Entire home/apt,11221,1,1,43,79,88
32800,20/8/2009,"Spacious&Pretty, Heart Of Brooklyn","Spacious&Pretty, heart of Brooklyn",Brooklyn,Apartment,100,Entire home/apt,11216,1,1,1,85,100
33279,23/8/2009,Spacious Elevator Apartment,SPACIOUS ELEVATOR APARTMENT,Manhattan,Apartment,80,Entire home/apt,10002,1,1,42,165,84
33279,23/8/2009,East Village Garden Apartment,"East Village ""Garden Apartment""",Manhattan,Apartment,85,Entire home/apt,10009,1,1,32,150,87
33279,23/8/2009,East Village Getaway Courtyard 3E,East village Getaway Courtyard 3E,Manhattan,Apartment,85,Entire home/apt,10009,1,1,20,169,85
33279,23/8/2009,Heart Of The East Village 2E,Heart of the East Village 2E,Manhattan,Apartment,90,Entire home/apt,10009,1,1,10,159,90
33279,23/8/2009,Heart Of The East Village 2W,HEART OF THE EAST VILLAGE 2W,Manhattan,Apartment,85,Entire home/apt,10009,1,1,43,159,86
33279,23/8/2009,Heart Of The East Village 4E,Heart of the East Village 4E,Manhattan,Apartment,80,Entire home/apt,10009,2,1,48,169,82
33279,23/8/2009,Heart Of The East Village 4W,HEART OF THE EAST VILLAGE 4W,Manhattan,Apartment,90,Entire home/apt,10009,1,1,35,169,90
33279,23/8/2009,Sunny Renovated Studio Courtyard 3W,Sunny renovated studio courtyard 3W,Manhattan,Apartment,90,Entire home/apt,10009,1,1,7,179,94
33279,23/8/2009,Room In Doorman/Elevator Loft Bldg,Room in DOORMAN/ELEVATOR LOFT BLDG,Brooklyn,Apartment,80,Private room,11205,1,1,31,89,84
33405,23/8/2009,Summer In Greenpoint Deal Enjoy,Summer In Greenpoint Deal Enjoy,Brooklyn,Apartment,90,Entire home/apt,11222,1,1,22,142,93
34128,26/8/2009,Designer Loft In Hip Williamsburg,Designer loft in hip Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,21,170,99
35017,30/8/2009,Sunny Artistic East Village Apt,Sunny Artistic East Village Apt,Manhattan,Apartment,95,Entire home/apt,10003,1,1,20,160,96
35271,31/8/2009,Manhattan Studio Apartment,Manhattan studio Apartment,Manhattan,Apartment,90,Entire home/apt,10021,2,1,31,150,94
35271,31/8/2009,Manhattan City 1 Bed Room Apartment,Manhattan City 1 Bed Room Apartment,Manhattan,Apartment,60,Entire home/apt,10029,2,1,1,110,60
35271,31/8/2009,Manhattan Large 1 Bed Rm Apartment,Manhattan large 1 Bed Rm Apartment,Manhattan,Apartment,80,Entire home/apt,10029,3,1,48,110,84
35271,31/8/2009,Upper Eastside Studio Apartment,Upper Eastside Studio Apartment,Manhattan,Apartment,85,Entire home/apt,10065,2,1,46,140,85
35271,31/8/2009,Private Room Time Sq Broadway Area,PRIVATE Room Time SQ Broadway Area,Manhattan,Apartment,85,Private room,10036,1,1,9,125,87
35377,1/9/2009,LiveIn Tour Guide Scenic West Side,Live-In Tour Guide Scenic West Side,Manhattan,Apartment,85,Private room,10027,1,1,26,100,88
35845,3/9/2009,Private Apt Sleeps Five,Private Apt Sleeps Five,Brooklyn,House,90,Private room,11210,3,1,26,138,90
35935,3/9/2009,Large Private B&B Style Studio,Large Private B&B Style Studio,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,52,80,92
35935,3/9/2009,B & B Room 1,B & B Room 1,Brooklyn,House,90,Private room,11238,1,1,39,60,94
35935,3/9/2009,B And B Style Rooms For Rent W Bath,B and B Style Rooms for Rent w bath,Brooklyn,House,85,Private room,11238,2,1,19,70,86
35935,3/9/2009,Large B&B Style Rooms,Large B&B Style rooms,Brooklyn,House,90,Private room,11238,2,1,48,60,93
36017,3/9/2009,"Roomy 1Br Near Park, Museums, More","Roomy 1BR near park, museums, more",Brooklyn,Apartment,80,Entire home/apt,11238,1,1,82,131,83
36841,7/9/2009,European Garden Bed & Breakfast,European garden bed & breakfast,Brooklyn,Apartment,100,Entire home/apt,11233,2,1,1,115,100
36897,7/9/2009,Lovely Studio For A Romantic Pair,Lovely studio for a romantic pair,Manhattan,Apartment,95,Entire home/apt,10002,1,1,20,113,96
37286,9/9/2009,Urban Oasis 2 Bedrooms W/ 3 Patios,Urban oasis 2 bedrooms w/ 3 patios,Brooklyn,Apartment,90,Entire home/apt,11206,2,1,14,165,93
37286,9/9/2009,Private BedroomRooftop & Terrace,Private bedroom-rooftop & terrace,Brooklyn,Apartment,90,Private room,11206,1,1,28,95,91
37809,11/9/2009,2Br Bright And Airy Brownstone,2BR bright and airy Brownstone,Brooklyn,Apartment,95,Entire home/apt,11231,2,1,8,180,97
38265,13/9/2009,Prime Williamsburg Luxury Apartment,Prime Williamsburg Luxury Apartment,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,7,160,91
38513,14/9/2009,Spacious Modern  2 Bedroom Suite,Spacious Modern  2 Bedroom Suite,Brooklyn,Apartment,85,Entire home/apt,11226,4,1,27,122,85
38648,15/9/2009,Spacious Chelsea Sanctuary,Spacious Chelsea Sanctuary,Manhattan,Apartment,80,Entire home/apt,10011,2,1,17,329,84
38649,15/9/2009,Central Greenwich Village Available,Central Greenwich Village available,Manhattan,Apartment,90,Private room,10012,1,1,123,101,90
38736,15/9/2009,Cozy Private Room Near Times Square,COZY PRIVATE ROOM NEAR TIMES SQUARE,Manhattan,Apartment,90,Private room,10018,1,1,19,130,93
39260,17/9/2009,Cozy Entire Apt Great Location,Cozy entire apt. great location,Manhattan,Apartment,95,Entire home/apt,10029,1,1,23,120,95
39636,19/9/2009,Brownstone Haven In Clinton Hill,Brownstone Haven in Clinton Hill,Brooklyn,House,95,Private room,11238,1,1,35,110,95
39866,20/9/2009,Beautiful Studio/Upper East Side,Beautiful studio/Upper east side.,Manhattan,Apartment,95,Entire home/apt,10028,2,1,10,160,98
40100,21/9/2009,Sm Comfy Room Central Park/Hellskit,Sm comfy room Central Park/HellsKit,Manhattan,Apartment,95,Private room,10019,1,1,9,89,98
40275,21/9/2009,Spacious Lofty 2Bd In Clinton Hill,Spacious Lofty 2BD in Clinton Hill,Brooklyn,Apartment,100,Entire home/apt,11205,4,1,2,135,100
41091,24/9/2009,20Ft Ceiling Light Airy Penthouse,20FT CEILING LIGHT AIRY PENTHOUSE,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,4,475,100
41437,26/9/2009,Fort Greene Lofty Retreat,Fort Greene Lofty Retreat,Brooklyn,Loft,95,Entire home/apt,11205,4,1,48,200,96
42032,29/9/2009,LightFilled Classic Central Park,Light-filled classic Central Park,Manhattan,Apartment,90,Entire home/apt,10025,1,1,41,140,93
42273,29/9/2009,Park Slope Green Guest House,Park Slope Green Guest House,Brooklyn,Apartment,95,Entire home/apt,11215,1,1,247,135,98
42756,1/10/2009,Gorgeous Williamsburg 1Br Apartment,Gorgeous Williamsburg 1BR Apartment,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,190,238,96
42756,1/10/2009,RoofTop Room In Williamsburg,Roof-Top Room in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,257,140,95
42756,1/10/2009,Charming Carriage House Suite,Charming Carriage House Suite,Brooklyn,House,90,Entire home/apt,11211,1,1,217,165,94
43321,4/10/2009,Lovely Bright Williamsburg Apt,Lovely Bright Williamsburg Apt,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,110,100
43772,6/10/2009,"Bilevel Penthouse Park, City Views","Bilevel Penthouse: Park, City Views",Brooklyn,Condominium,100,Entire home/apt,11222,2,1,2,272,100
44029,7/10/2009,Über Hip Sun Drenched Brooklyn Pad,Über hip sun drenched Brooklyn pad,Brooklyn,Apartment,100,Private room,11222,1,1,6,80,100
44136,7/10/2009,Huge Designer 2 Bdrm Park Slope Apt,HUGE Designer 2 Bdrm Park Slope Apt,Brooklyn,Apartment,95,Entire home/apt,11215,2,1,7,250,97
44145,7/10/2009,Cute Apt In Artist'S Home,Cute apt in artist's home,Brooklyn,Apartment,85,Entire home/apt,11237,1,1,85,80,89
44263,8/10/2009,Great Deal Lower East Side,Great deal Lower East Side,Manhattan,Apartment,95,Private room,10002,1,1,67,120,98
45016,11/10/2009,Stay At The Brooklyn Apartment,Stay at The Brooklyn Apartment,Brooklyn,Apartment,90,Entire home/apt,11216,3,1,103,160,90
45098,11/10/2009,"Lovely, Calm 3 Br On Leafy Block","Lovely, calm 3 BR on leafy block",Brooklyn,Apartment,80,Entire home/apt,11238,4,1,1,150,80
45120,11/10/2009,OneBedroom Apartment On The Bowery,One-Bedroom Apartment on the Bowery,Manhattan,Apartment,80,Entire home/apt,10003,1,1,2,200,80
45324,12/10/2009,Great Room 4 Tight Wallets,GREAT ROOM 4 TIGHT WALLETS,Queens,House,60,Private room,11434,1,1,2,42,60
45324,12/10/2009,Great Room Great Price,GREAT ROOM. GREAT PRICE.,Queens,House,80,Private room,11434,1,1,1,42,80
45324,12/10/2009,Nice Room 4 Budgeteers5Mins To Jfk,NICE ROOM 4 BUDGETEERS*5MINS TO JFK,Queens,House,75,Private room,11434,1,1,6,42,76
45324,12/10/2009,Room For Tight Wallets5Mins To Jfk,ROOM FOR TIGHT WALLETS*5MINS TO JFK,Queens,House,70,Private room,11434,1,1,6,42,72
45324,12/10/2009,Spacious Basement Room W/ Half Bath,SPACIOUS BASEMENT ROOM W/ HALF BATH,Queens,House,40,Private room,11434,1,1,1,45,40
45587,13/10/2009,"Excellent Location, Gorgeous Studio","Excellent location, gorgeous studio",Manhattan,Apartment,90,Entire home/apt,10011,2,1,11,150,92
45609,13/10/2009,Spacious 1Br Apt In Greenpoint,Spacious 1BR Apt in Greenpoint,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,12,149,100
45682,13/10/2009,Beautiful New Garden Apartment,Beautiful New Garden Apartment,Manhattan,Apartment,95,Entire home/apt,10023,2,1,41,150,98
45775,14/10/2009,Charming Bedroom In Clinton Hill,Charming bedroom in Clinton Hill,Brooklyn,Apartment,90,Private room,11238,1,1,2,69,90
46650,18/10/2009,Lovely Loft In South Williamsburg,Lovely LOFT in south Williamsburg,Brooklyn,Loft,95,Entire home/apt,11249,1,1,16,192,96
46650,18/10/2009,Cute Top Floor West Village Studio,Cute Top Floor West Village Studio,Manhattan,Apartment,90,Entire home/apt,10014,1,1,35,195,93
46969,19/10/2009,Cozy 1BrCountry Living In Nyc,Cozy 1BR-Country living in NYC,Staten Island,House,95,Entire home/apt,10304,3,1,40,70,98
46978,19/10/2009,Enjoy Downtown Nyc,ENJOY Downtown NYC,Manhattan,Apartment,85,Private room,10009,1,1,157,70,85
46978,19/10/2009,Enjoy Downtown Nyc,ENJOY Downtown NYC,Manhattan,Apartment,85,Private room,10009,1,1,102,70,88
46978,19/10/2009,Enjoy Midtown West & Times Square,Enjoy Midtown West & Times Square,Manhattan,Apartment,85,Private room,10018,1,1,46,90,89
47618,22/10/2009,1Bdr W Private Bath In Lofty Apt,1bdr w private bath. in lofty apt,Brooklyn,Apartment,100,Private room,11205,1,1,21,126,100
47691,22/10/2009,Perfect Soho  Little Italy Nest,Perfect SOHO - Little Italy Nest,Manhattan,Apartment,95,Entire home/apt,10013,3,1,29,308,97
47737,22/10/2009,Cozy Room In 1820'S Brick Wall Apt,Cozy room in 1820's Brick Wall Apt,Manhattan,Apartment,70,Private room,10029,1,1,18,120,72
48143,25/10/2009,Financial District Retreat 2,Financial District Retreat 2,Manhattan,Apartment,95,Entire home/apt,10005,1,1,11,235,98
48143,25/10/2009,Finanical District Retreat,Finanical District Retreat,Manhattan,Apartment,100,Entire home/apt,10005,1,1,3,235,100
48143,25/10/2009,Quiet Midtown Studio,Quiet Midtown Studio,Manhattan,Apartment,95,Entire home/apt,10016,1,1,9,235,96
48143,25/10/2009,Spring Retreat In Midtown,Spring Retreat in Midtown,Manhattan,Apartment,90,Entire home/apt,10016,1,1,2,235,90
48247,26/10/2009,Brownstone  2 Bedroom Apt,BROWNSTONE - 2 BEDROOM APT,Brooklyn,Apartment,90,Entire home/apt,11216,3,1,125,115,91
48599,27/10/2009,Quiet Chelsea Studio W/Roof Access,Quiet Chelsea Studio w/Roof Access,Manhattan,Apartment,95,Entire home/apt,10011,1,1,10,145,98
48599,27/10/2009,Beautiful Downtown Manhattan Share,Beautiful Downtown Manhattan Share,Manhattan,Apartment,90,Shared room,10011,1,1,57,50,94
48957,28/10/2009,Artist Oasis In Historic Brownstone,Artist Oasis in Historic Brownstone,Brooklyn,Apartment,100,Entire home/apt,11215,1,1,2,235,100
49236,28/10/2009,Amazing  Brand New One Bed Room Apt,amazing  brand new one bed room apt,Manhattan,Apartment,60,Entire home/apt,10075,1,1,24,185,62
49236,28/10/2009,Any Term Sublet Night Week Months,any term sublet night week months,Manhattan,Apartment,70,Entire home/apt,10075,1,1,115,185,74
49366,29/10/2009,Beautiful Brooklyn Brownstone,Beautiful Brooklyn Brownstone,Brooklyn,House,95,Entire home/apt,11238,2,1,13,315,98
49623,29/10/2009,Artsy East Village/Lower East Side,Artsy East Village/Lower East Side,Manhattan,Apartment,95,Private room,10002,1,1,28,59,98
50124,31/10/2009,1 Stop Fr Manhattan Private Suite,1 Stop fr. Manhattan Private Suite,Queens,Townhouse,95,Private room,11101,2,1,97,120,97
50148,31/10/2009,Charming Brownstone  Near Pratt,Charming Brownstone - Near PRATT,Brooklyn,Apartment,80,Entire home/apt,11238,2,1,49,150,84
50148,31/10/2009,Charming Brownstone 3 Near Pratt,Charming Brownstone 3- Near PRATT,Brooklyn,Apartment,85,Entire home/apt,11238,2,1,29,150,86
50335,31/10/2009,Large East Village 1 Bd By Bowery,Large East Village 1 BD by Bowery,Manhattan,Apartment,90,Entire home/apt,10003,1,1,5,150,93
50912,2/11/2009,Light And Lively Living Room Space,Light and Lively Living Room Space,Brooklyn,Apartment,90,Private room,11238,1,1,7,75,94
51038,3/11/2009,Large Garden Triplex Apt Near Pratt,large garden triplex apt near PRATT,Brooklyn,Apartment,90,Entire home/apt,11238,1,1,36,248,93
51038,3/11/2009,"Bdrm W/Pvt Bath, Lndmrk Brick Home","bdrm w/pvt bath, lndmrk brick home",Brooklyn,House,90,Private room,11238,1,1,8,128,91
51038,3/11/2009,Large Bedrm In 4Flr Landmark Home,large bedrm in 4flr landmark home,Brooklyn,House,90,Private room,11238,1,1,6,128,92
51038,3/11/2009,Lrg Bedrm Historic Home 1Blk Pratt,lrg bedrm historic home 1blk PRATT,Brooklyn,House,85,Private room,11238,2,1,19,128,86
51038,3/11/2009,Lrg Rm Triplex Landmrk Brick House,lrg rm triplex landmrk brick house,Brooklyn,House,85,Private room,11238,1,1,8,128,89
51618,5/11/2009,Artistic Loft In Midtown W/ View,Artistic Loft in Midtown w/ View,Manhattan,Apartment,100,Private room,10018,1,1,1,56,100
52007,6/11/2009,Clean/Big/Bright/Affordable Room,Clean/Big/Bright/Affordable Room,Queens,Apartment,95,Private room,11377,1,1,9,50,96
52233,7/11/2009,"1 Br Williamsburg Brooklyn Condo,","1 br Williamsburg Brooklyn Condo,",Brooklyn,Apartment,100,Entire home/apt,11211,1,1,4,100,100
52263,7/11/2009,Modern OneBedroom In Luxury Bldg,Modern One-Bedroom in Luxury Bldg,Manhattan,Apartment,90,Entire home/apt,10001,1,1,2,220,90
52335,8/11/2009,Fort Greene Brownstone,Fort Greene brownstone,Brooklyn,Apartment,90,Private room,11205,1,1,82,80,94
52751,9/11/2009,1Br West Village Chelsea Meatpackin,1br West Village Chelsea Meatpackin,Manhattan,Apartment,90,Entire home/apt,10014,1,1,60,207,91
52788,9/11/2009,5Th Ave On Central Park Museum Mile,5th Ave on Central Park Museum Mile,Manhattan,Apartment,90,Entire home/apt,10029,1,1,19,199,94
53024,10/11/2009,One Family House With 4 Bedrooms,One family house with 4 bedrooms,Brooklyn,House,85,Entire home/apt,11225,7,1,5,199,85
53132,10/11/2009,Brooklyn Loft  08/13 To 09/11,Brooklyn Loft  08/13 to 09/11,Brooklyn,Loft,85,Entire home/apt,11205,2,1,5,125,87
53179,11/11/2009,Large Guest Room For Broolyn Condo,Large Guest Room for Broolyn Condo,Brooklyn,Condominium,100,Private room,11218,1,1,4,59,100
54090,13/11/2009,Amazing Studio Apt In East Village,Amazing Studio Apt in East Village,Manhattan,Apartment,95,Entire home/apt,10003,1,1,54,145,96
54253,14/11/2009,Restored Carriage House In Harlem,Restored carriage house in Harlem,Manhattan,Townhouse,100,Entire home/apt,10027,4,1,1,200,100
54255,14/11/2009, Historic Charming Brownstone ,** Historic Charming Brownstone **,Brooklyn,Apartment,95,Entire home/apt,11233,3,1,24,195,96
54255,14/11/2009,Private Room Brownstone Beauty,**Private Room Brownstone Beauty*,Brooklyn,Townhouse,100,Private room,11233,2,1,1,99,100
54275,14/11/2009,Blue Room For 2 \ Bonuses $1350 Mo,Blue Room for 2 \ bonuses $1350 mo,Brooklyn,House,95,Private room,11216,1,1,56,90,96
54275,14/11/2009,"Large Purple Room For 2/3, $1450/Mo","Large Purple Room for 2/3, $1450/mo",Brooklyn,House,95,Private room,11216,1,1,23,95,99
